"show_more_reviews_review","show_more_reviews_user"
"I enjoyed this memoir a lot. I confess, I didn’t know a great deal about Deborah Orr before I picked it up, but I am glad that I picked it up. I have a feeling it will stay with me for some time to come.
This is a frank, emotive evocation of a childhood set in a very specific place and time (Motherwell pre and post Thatcherism). Through 20 objects in her parents bureau, Orr reconstructs her upbringing, bringing a physicality which grounds the memoir outside of pure memory, which Orr herself is aware of the fragility/unreliability of. I particularly liked the fact that the last chapter moved away from the Bureau and to a cupboard, a metaphor for moving on from the trauma she has endured, while demonstrating the pride of her parents in the work she went on to achieve.
Orr depicts both the places of her childhood and her relationships with her parents with such clarity that they are brought back to life. The intricacies with which she understands her parents trauma of the war, their limited world views (on sex before marriage, the place for a woman, the relationship between husband and wife, and simply their never leaving the shelter of Motherwell) and the impact that it has had on her upbringing is nuanced and perceptive. In particular, her understanding of femininity and masculinity, of her mother’s need to have a second version of herself and yet dominate in a competition with her father, and her father’s sectarianism, and pervasive othering through sexism and racism was dealt with subtlety and artfulness. Orr’s understanding of the tragedy of her parents relationship with sex, both in their lives and projected onto hers, was similarity poignant - especially in light of the sexual assaults and the abortions which she endured and kept secret from them.
Overall, this memoir was subtlety drawn. Orr never lets her parents become Machiavellian villains who ruined her life. Even while she holds them accountable for their narcissism, for the trauma which their small jibes and punishments inflicted upon her resulted in, this is given with perspective, and dealt with through a lens of the conditions of their own upbringing and demonstrates the pervasive nature of traumas passed from generation to generation. Similarly, Orr never presents herself as victimised, she is honest and candid about her own failings, the lies she has told, she shame she has carried.
I came away from this book feeling the peace that Deborah Orr felt having finished this book. The catharsis in that cupboard. There is a bittersweetness to it, in that she never saw the publication of this book - got to enjoy that freedom more. I was not expecting to be as moved by this book as I was.
A couple of caveats I have, even with my 5* rating is that it took a couple of chapters for me to get on the same page as Orr structurally and that some of Orr’s theories on narcissism I don’t *completely* agree with. Or at least I understand them differently to her. Nevertheless this did not take away from the sheer feelings I had while reading this, a book which I have read quicker than any other in a while.","Annabel Wearring-Smith"
"Deborah Orr's autobiography of growing up in a small Scottish town, with the miserable memes of Scottish protestantism (not confined to protestants) blighting the lives of many, and later the (literally) scarifying experience of St Andrews University with its over-privileged and entitled male student body (St Andrews currently has a Greek house with a number of rape allegations hanging over it).
Motherwell is an industrial (Ravenscraig Steelworks) town that de-industrialised in M Thatcher's time. Deborah vividly conveys both the respect and the hint of frightful danger (unacknowledged by anyone) that lurks within ""the Craig"", and the social devastation that its closure leads to.
All of which makes the book sound a bit dire. Actually Deborah's prose is exceedingly sprightly and playful, and her descriptions are a great pleasure to read - with much brilliant metaphor and literary analogy. She compares her parents prudish world view and circumscribed outlook to their thinking that they are living in ""Tess of the d'urbervilles"" - an analogy fitting some of her life as well. Her parents foibles, some of which are quite crushing on her, many coming from the protestant culture, are delightfully and amusingly explored (eg the bureau, the centre of the household bureaucracy, is ""never to be touched"" except with special permission - though Deborah and David (her brother) both secretly access it). Many of the little cruelties have strong resonance here in New Zealand - I guess the ethic has spread all over the place.
This story is inspirational. Deborah, who is really and truely a survivor, manages to put aside the cruelties of her situation (bullied at school, and taunted by the popular in crowd girls) by taking a Shinto-ish delight in the things of nature - learning the names of flora and fauna in ""the woods"" by educational pamphlets her mother helped her buy. Most of all, she ""keeps her own mind"" rather than internalise the punishing and competitive judgemental attitudes and group thinking of the older generation.
The bureau, like all three of my childhood homes was the unchallenged domain of my mother, scrupulously well organised and governed by a surprisingly complex web of boundaries. The upper of the top drawers on the right was accessible to everyone, full of Useful Things like scissors.
The lower drawer was set aside for things that weren't important enough to go in the the pigeonhole-lined section behind the flap on the left, but were still important. We kids would have little need to look in there, in theory at least, and we knew it. A display section underneath, with two sliding glass doors, had initially housed the best china. We both knew never to pull down the flap, without specific permission.
But the possibility of hidden Useful Things, like Sellotape. Tippex, Quink or, as the white heat of technology seared through our lives, some Blue Tack, meant that we flouted the flap rule fairly often.
A last quote to illustrate the brilliance of the writing:
It wasn't until I went home at the end of the first term that I realised one of the big reasons why I couldn't sleep. In bed, back at Clyde Terrace, I could hear the rattle and hum of the Craig, 100 yards away, and the occasional, plangent, sonorous thwang of a sheet of metal on the move. This was the sound I'd fallen asleep to almost every night of my life.
That lovely phrase right away conjures up auditory experience of the metalworking workshop.","Don Fisk"
"This is, quite possibly, the most wonderful memoir I’ve ever read.
Growing up in Motherwell in the sixties and seventies, Orr experienced a range of situations and emotions prevalent in working class towns in Lanarkshire. She speaks of class, of industrialisation, of politics, and, most importantly, of family life. Most of all, she speaks of her fractious relationship with her mother, at a time when expectations for women were simple, limited, and soon to be outdated.
Although I grew up in Lanarkshire myself, and was delighted to identify places I knew within the pages, my coming of age was some thirty years after Orr. I was enthralled by the history of Motherwell, and deeply interested in some of the things which have not, and probably will not, ever change. Orr was close to my own mother’s age, so it was wonderful to read and imagine her growing up in a similar environment.
As she recalls emptying her mother’s home after her death, she describes objects she finds and the memories they evoke. This is spine-tingling; an almost-eulogy to a life lived long ago, the only remnants of which remain in a house which once held Orr’s whole world. It feels so deeply personal that it’s almost voyeuristic to experience these remembrances, these tokens held on to for decades.
Somehow the words are painful and uplifting all at once. Orr’s childhood, the experiences which shaped her, the people who created flaws in her, and those who did the opposite, haunt the pages like ghostly emblems of change.
Whilst painting a picture of her youth, Orr makes sure to tell us that she now understands most of the psychology behind her own behaviours, and those of her family. She speaks of narcissism quite heavily, of how trauma can affect us, what causes us to treat people in the ways we do. She doesn’t blame, she simply comments on her observations. It seems this enlightenment brought her understanding, if not peace.
There is no retribution here, no defining moment of success. Orr’s eventual desertion of Motherwell never did heal any wounds, nor mend any relationships. Despite her glowing career, she never did achieve what she wanted most of all, and that’s what set my eyes to water.
That Motherwell was published posthumously is the saddest part of it all. I do hope, wherever she is, she’s found her utopia.","JK"
"I picked up the book from my library, it wasn't something I would purchase but I was interested in reading more about Deborah Orr who I knew of as a journalist /editor. I read the Guardian weekend back in the 80-s 90's and was curious as to how she got the role. I am always interested in writers , in what inspires them, their backgrounds and beliefs.
this book is about her childhood home, her mother, relationships and family structures, with some politics in the mix.
I got more than half way through and knew nothing about her journalism/personal life with Will Self, there was so much about her younger self and how growing up was dominated by her environment and mother with who she had a complex relationship. she explores narcissism and co- dependancy in relationships. Her mother who she loves and adores and her father and brother both of who she loves are also a source of pain in that they don't understand she wanted to be a career woman. The sectarianism in Scotland, and the 70's 80's backdrop to growing up are all worth fighting against and Deborah did which brought her both freedom and pain.
I skipped a few chapters as I was keen to learn more about what happened when she finally left home and went to St Andrews University which she hated.
Some of her stories of causal rape as normal behaviour and mens despicable behaviour sounded all too familiar. Being a woman of a similar age and coming from a N E community that has some growing up to to do regarding it's attitude towards woman i knew where she was coming from.
she says nothing of her husband Will Self, other than her mother refused to accept that DO wanted to keep her own name when married and her mother insisted when sending letters to Deborah to address the DEBORAH WILIAM SELF!! Her mother had the last say. Sadly died unhappy and alone . I think this was written as a therapy for Deborah.
This extract of a long poem Deborah found in her mothers' bureau perhaps sums up her feelings towards her daughter, it was written when Deborah was 26 living with her b/f.
written from the point of view of the father.
""His little girl who he used to love
went away to London to push and shove
To get a man she did not wed
It nearly sent John right off his head""
Hilarious!","Julie Jameson"
"Vivid account of a fine journalist's family background and how it shaped her. The name of her home town is ironic: the book is about the dysfunctional relationship she had with her mother Win. It's a difficult read. For the first few chapters - including memories from being around 3 or even younger - I thought, that's not so bad, for the 60s, what's she complaining about? And then the relentless destructive dynamic took hold; adding to the mix her adoration of her flawed father John and her 4 years younger brother David who became Win's Golden Child.
The complex story is threaded through the revelations in the bureau that Deborah and David cleared out after their mother's death.
There are many things I found painfully familiar. The weirdness around sex and early relationships. Not being allowed make up. The struggle to be allowed a first bra. All of it infantalising. The naïvety about the world.
There were parts which I found shocking: not just the jaw dropping comments her mother would make to her throughout her life. But the violent rape, the casual rape, the sexual assault.
The theme of narcissism puzzled me. She seemed to think it so prevalent it may simply be called 'being human'. And at times I felt incidents were being adapted to fit the theory.
You get virtually nothing of the extraordinary journalistic career Orr achieved. The parts of the world she reported on, the things she edited, the breakthroughs she made. They didn't seem relevant to her or the story she was telling.
I can't avoid a feeling of tragedy as I finished this book. She wrote it after being diagnosed with post traumatic disorder, following the death of both her parents, breakdown of her marriage, division of the family home, and breast cancer all in a few years. The process seemed to have helped. She writes of understanding herself and her history better - which should have been the launchpad for a happier phase of her life. But she died of cancer, not long after the book was published.","Ruthie"
"This is a very sad story of a mother with narcissistic tendencies and the usual enabler husband that wish to keep the status quo in the family forever in the face of changes in society they ignore. They're both quite isolated people because of their personalities and beliefs and this makes the life of their children extremely difficult.
Deborah Orr tells us this story quite straightforwardly, I was expecting a more 'professional' voice to come from the pages, but I find her writing quite normal to a certain extend, I haven't read anything else by her, so I can't compare.
It's very sad to know that she's not with us anymore, that this story ends so badly and that she wasn't able to survive her childhood and extremely tough young adulthood, that her parents made her young adulthood life dangerous by no making any effort to improve themselves and by doing that allow her to be a normal woman living in the 80s.
This is particularly unfair taking into consideration both her parents were pretty dysfunctional, the mother a woman used to be the 'queen' of the family were she came from and in her own one too and isolated from a world that doesn't accept such an attitude. Her father, someone that had endured poverty and illness, a fortunate man at work for being conscientious, but too self righteous and spiteful to others for reasons we don't know.
It seems Deborah started to have an awareness of the effects of her childhood maybe too late, she had spent her life too busy having a career, marrying unsuccessfully, mothering and leaving no time for herself. I think this is a lesson to learn, particularly in this country.","Esi_70"
"Although I really didn’t like this book it lend itself well to discussion at our bookclub. I also didn’t look up who the author was while reading which would have totally changed my experience and interpretation of the book.
Pros:
1. Complex relationship between mother-daughter. Any woman with a relationship with their mother (good, bad or in between) would be provoked into reflection.
2. Interesting references to traumatic and stressful incidents... She sometimes brushed off what sounded like massive traumas and other times exaggerated what sounded quite minor. My interpretation of this (having only found out what happened to the author after she wrote and published this..) was that maybe she was reclaiming her past experiences by writing about them. Reclaiming the narrative, power and impact of these incidents. However, it initially struck me as very unprocessed and made me wonder about her.
3. Despite really not liking this book we spent ages discussing it. Just like how I am spending ages writing this and still thinking about the book months later. I bet the author would love that - love me or hate me, it’s still about me. She has written something that is very stirring.
Cons:
1. I felt sorry for all the people she named (full names) and slated. Scotland is a pretty small place and she didn’t seem to hold back.
2. She didn’t seem to acknowledge herself as ever having been in the wrong, having contributed to anything negative in her life and I found that incredibly exhausting, annoying and unrelatable. Her critical reflections are all about other people and not herself.","Moya Clancy"
"I always enjoyed Deborah Orr's work as a journalist, appreciated her vibrant writing and incisive style. As a long time reader of The Guardian I remember her becoming the editor of the weekend magazine in the 1990's and enjoyed the approach she brought to that job and I was very sad to hear of her deteriorating health last year and her very sad demise.
This book only sharpens those feelings of appreciation and sadness at her passing , her writing was engaging and energetic to the end and we have lost an important voice with her passing.
I knew nothing of her early life before picking up this book and it is an honest and searing account of her childhood in the eponymous Motherwell. I'm sure that I will be about the millionth person to reflect on the pleasing coincedence of the name Motherwell considering the detail and the reflection at the heart of this book - mother - well - I'm convinced without any evidence that this appealed hugely to the author too.
This book is full of sadness at what might have been had her parents been that little bit more open and loving and serves well to remind us that parenthood does not naturally bestow selfless characteristics upon those whom take up the role.
A very moving and honest and affecting book - the very straightforward way that Deborah Orr wrote about some horrific experiences she ensured in young adult hood literally stop you in your tracks and only served to increase my admiration for her as a person and increase the sense of loss at her passing","Peter K"
"“There is no baddie in this story… the baddie is human fear, passed down in its doleful paralysis from generation to generation.”
As the child of two parents who were born in a similar time and place to Deborah Orr, there was something about this memoir that felt like I was hearing the story of my past, of my family, of my heritage.
It spoke to so much of my lived experience and the Scotland I grew up and lived in: growing up on the borderline between two social classes (being “too posh” in school but at university being “too poor” to fit in among my wealthy Londoner peers), the lasting impact of trauma, growing up in a family with a narcissist, the role of a woman as serving a “sexual, reproductive purpose” that needs to be protected at all costs, the destruction of Scotland’s economy under Thatcher’s government and the lasting impact of this on employment, housing and health in Scotland, the barriers faced by first-generation university students, the expectation that all of the UK will move to London and the difficulties faced by Scottish economic migrants.
Reading this was an extremely personal experience in so, so many ways. Scottish writers are still trying their best to force their way into UK publishing and every time it happens, it hits my heart in a way that I can’t put words to. I’m so freaking glad to see this Scottish voice represented in British publishing. I’m just beyond gutted Deborah Orr didn’t live to see her memoir’s success. Rest in peace.
CWs: sexual violence (graphic depictions of rape), narcissistic abuse.","Katie (readingwithkt)"
"Motherwell - both a proper noun and a knowing pun - examines and analyses the authors complex relationship with her seemingly old-fashioned and controlling parents. Deborah Orr sadly died last year and was a engaging and at times, intense journalist.
In this book, Orr’s skills are most evident when describing her childhood and adolescence in Motherwell, Lanarkshire, Scotland - evoking a time and place where the post-war consensus went from fraying to outright collapse, ushering in significant and debilitating social change, particularly in the industrial heartlands. The author paints a vivid description of domestic and social life in Britain in the 1970’s and 1980’s - recognisable to anyone that was there at the time.
However, I was left disappointed and slightly exasperated with the more personal aspects to this memoir. Orr appeared fixated with an idea of narcissism - both individual and group - and insisted on returning again and again to it. Seemingly normal family episodes were treated as traumatic events, with the scabs picked over decades after the event. Maybe at some stage Orr went through some kind of therapy - probably in London, definitely not in Motherwell! This memoir appears to be the working through of it all.
By the end, the personal stuff, particularly the relationship with her mother, Win, had become tedious but it couldn’t entirely spoil some touching family anecdotes and an engaging and insightful look back at a Scotland and a Britain that was.","Mark Waldon"
"I initially picked this up because Muirhouse in Motherwell means a lot to me. The flat part of this is set in looked out on to my Gran’s flat, the flat my mum grew up in. As a kid I moved house on average once a year, so Muirhouse was one of the few consistent places for me and now that the place has been transformed and mostly flattened it was mad to read about such a personal yet unremarkable housing scheme.
Some of the stories I’d heard already. The war vet who’d lost his legs who wheeled himself about on a board, the Sha Tin, Motherwell’s first Chinese takeaway and the grim tales of hiding up trees in the local woods from sex offenders.
It’s a shame, the author talks of the same
Pubs, clubs, places that my mum went to at the very same time, but because one was Catholic and one was Protestant, they went to different schools across the road from each other.
But beyond the mad coincidences there’s a lot of familiarity in the behaviours and the characters. The recent past fascinates me because post war Britain was practically medieval compared to modern life, and the attitudes to work, to relationships, it terrifies me, in the very depths of my soul. It took me way into my adult life to recognise how these things messed up my own parents, why the elder members of my family are the way they are. I think Motherwell would feel like a very personal book for anyone who grew up in Scotland and anyone that cared about someone from that time.","Richie Morgan"
"Deborah Orr’s childhood was in many ways unremarkable: a series of council houses, schooling, a brother and two parents. This book looks back on it all, in particular her often difficult relationship with her mother, from the perspective of a fifty something woman who, tragically, turned out to have little time left of her own.
Orr writes perceptively about the rise of Thatcherism, the fall of Ravenscraig (the main source of employment in her home town of Motherwell) and her parents’ relationship with these wider societal events. Where she loses me a little is with her frequent lapses into psychoanalysis of her mother, and her near-obsession with the phenomenon of narcissism. I felt there were two books here, competing to be the one that got written - one an emotional autobiography of a family’s time together, and one a psychological examination of narcissism.
I found the book much more enjoyable when it focussed on the former, though even in those sections, it is sometimes hard to see as much significance as Orr does in the arguments and punishments she experiences, mostly from her mum. A number of these episodes seem typical of any Scottish childhood of the time. Yet Orr spends much less time exploring her university and adult years, when she was subjected to genuinely harrowing and, I hope, unusual assaults by men she ought to have been able to trust.
I wanted to love this book, but it wasn’t quite what I was hoping for.","Carolyn Lochhead"
"The Telegraph review said: ‘Take into account the restrictive sexual, social and economic expectations of Sixties and Seventies Britain and suddenly even learning to read, wanting to go to university, moving out of your mother’s house, keeping your own name and enjoying intercourse with your partner become sites of battle, outrage, betrayal and rejection between Orr and her parents.’
This sums it up neatly, I think.
I certainly think there was a big gap in life expectations between those born before the Second World War and those after. My mother belongs to the former and, though she was keen for her daughters to go to grammar or private schools and to have a better education than she did, she really wanted us to live nearby and to be in and out of each others houses as her friends' daughters were and as Deborah's mother wanted also. Those of that era also wanted their daughters to stay virgins until marriage, and to do as they were told until then. Me being born after the war had higher expectations for myself and my children.
Though the author was born a few years after me, some of her childhood experiences resonated with me too. They certainly brought back many memories.
One star was knocked off for such an interesting memoir because of the author’s obsession with proving her mother was a narcissist. Some of the things she came out with, yes, were this, but a lot of it wasn’t.
Anyway, highly recommended.","Liz"
"The first 96 pages of this book were very hard work. I nearly stopped reading it. They emanated unforgiving, unrelenting, unremitting anger, with a complete lack of understanding of her parents’ perspective, in no small part because of the short and abrupt sentence construction. The rest of the book was softer, as was the style: Orr cut her parents some slack and showed more insight into her own behaviour and herself.
Orr majors on the theme of narcissism, which seems to reflect the therapy she received for complex PTSD. But such an explanation given in therapy merely imposes a different frame, it isn’t necessarily an all encompassing explanation, just another set of beliefs.
It is sad, though, that those conversations of validation by a parent, both parents, never happened and only after her mother’s death did Orr discover how her parents had virtually archived her journalistic career: secretly they amassed the evidence of her not inconsiderable success. Orr’s experience is not unique. I am a few years older and I and many of my contemporaries had similar relationships with our parents.
The fact that Orr broke down may be more to do with the quick succession of illnesses, deaths, financial and marital difficulties than the narcissism she sees everywhere. Sadly, she never got to live on and see that phase of her life and understanding in a longer perspective.
Definitely worth reading, but not as measured as Mantel/Giving up the Ghost, nor as extraordinary as Westover/Educated And Winterson/Oranges&WhyBeNormal, all of which I much preferred.","Helen Meads"
"I didn’t give this memoir 5 stars because i enjoyed it. It’s not a life story one can enjoy.
I gave it 5 stars because, not only is it well written, it is searingly honest. It is an exposé of sorts… the author, with pin point accuracy, describes what it meant to be female in Scotland in the 1970’s.
Despite being from a different background & circumstance, we shared a very similar life experience as girls, close in age, growing up in this repressive culture, & uncannily similar family dynamics, where we didn’t count for much. Where our essential female life force was subjected to endless attempts to squash, if not extinguish, it. Where our creativity & intelligence were seen as problematic & made subservient to the needs of others, males in particular. Where our dreams were, at best, ignored or, more commonly, ruthlessly crushed.
She made it out & made more visible progress in life than me. I eventually made it out also but still carry the remnants of those days. However, i am still alive while she, her poor body, soul & spirit attacked endlessly on all sides, is not. I wish she was, not least because we would have a lot to talk about.
I don’t think i have ever identified so closely with another person’s life & inner world- a stranger yet known. I’m grateful to her for writing this memoir- i just wish she had had longer to enjoy being her true self.","Gwen"
"This is a complicated book to read and a complicated book to review. One of those complications is that Deborah Orr died before publication... and there's no reference in the book to her being terminally ill. Another - and it is partly why this is an important and interesting book - is that most of what she is writing about (growing up in Motherwell, her parents and her relationship with them) is not the stuff of misery porn but of everyday button pushing and mishandlings. She asks at some point whether the memoir is therapy or revenge. I don't know about successful therapy - she's not around to evidence that - but some of it is certainly vengeful and unkind. And she knows that. She has her mother, Win, in her sights especially (and yes she sounds like a perpetual teenager, not yet ready to break free) but she also writes about her parents' qualities, times they got it right. She also has great compassion for them - her realisation of her mother's attitude to men, and the deficits at the heart of her parents' loving relationship.
All the rest is interesting too - the social relationships, the geography of the place. She was an almost exact contemporary so I picked my way through making comparisons. Reading this memoir and Amy Liptrot's in quick succession made me wonder about London (neither make it sound much fun at all although clearly they both thought it was) I'd be very interested in her brother's take on all of this - what she has to say of his situation is interesting. The tensions are different compared with mother and daughter but they exist. I was puzzled by her several references to her mother having had a terrible end of life and death, in great pain and wanted to ask who told her that... and why? (She was not there... that's not what I have an issue with, it's her assertions despite the absence after taking her mother out on a last trip... and it has an impact on the way I view the rest of the book)
What spoils the book, and an editor should have taken care of is the volume of irrelevant wittering about narcissistic personalities (especially because she says several times that she doesn't think her parents fitted the diagnostic criteria) which just made her sound like someone who had been gulping down the pontifications of a bad therapist, instead of presenting us purely with the words of a brilliant, spiky writer.","Jennifer"
"This book is outstanding. I was deeply moved but also grateful that she managed to put into words some of my own feelings about Scotland and living in Scotland. It's like a time capsule, reading about a place and time that no longer exists, but the fallout in many ways still does. I found myself wanting to quote bits of it to lots of people.
Indeed, I would recommend this to any of my female friends in particular. There is so much about ""womanhood"", the way girls were raised (I'm a decade younger), patriarchy, bullying, self doubt, that I think, sadly, many if not most of us would recognise.
It also talks so lucidly about class and the devastation wrought on the working class by the closing down of heavy industry in the 80s. Again this history still resonates in Scotland today. It's an important read.
Overall though it was just beautifully written. It's very raw, and honest, and the result of decades of introspection and no doubt some therapy.
I always enjoyed her articles in The Independent and I'm really sad that she died too soon and we didn't have the benefit of many more years of hindsight and observation. I feel like this book should have been the beginning and not the end.","Dawn Fuge"
"I'm yet another of the many thousands of kids born in the 1960's postwar Glasgow and Argyll. So there was so much for me to identify with in this book. The sectarianism, schools, postwar attitudes to women. Hamilton, Ravenscraig, Dalyell High. It brought a lot back.
And yet there's a constant sound of axes being ground in the background. There are memories I share - I too had a dolls from many countries collection kept in a glass cabinet. But I remember them fondly. I frankly have no idea what happened to them, and am certainly not still angry at my mother for not letting me take them with me to London when I moved on.
I too had a silver christening bracelet, which got lost. I too got picked on by kids down the road. Fifty years later, it's not my parents' fault.
My parents had exactly the same attitudes towards pre marital sex. I had exactly the same rows as Orr did with hers, but we all changed and grew and moved on. It's definitely not the main memory I have of my parents.
I loved the atmosphere in the book, the memories evoked, but I'd have liked a little more appreciation of the life chances and experiences given to a wee girl born and raised in a council house in Motherwell.
This memoir is proof you can really enjoy a book whilst suspecting you would dislike the writer immensely.","Macy Mckay"
"I knew very little about deborah orr beyond her recent sad death and the public story of the ending of her marriage to will self.
This memoir published posthumously was a compelling but troubling read. Born into a working class family in the town entirely dependent on the Ravenscraig steel works she grows up with a mother and father who seem to emotionally suffocate her. In the 2020s when we know more about mental health and the effect of parenting we can recognise the damage done by parents emotionally controlling their children but in the 70s and 80s this behaviour seems nothing abnormal.
Deborah manages to go to St Andrews University but the chapters there prove equally distressing with experiences of sexual assault and class prejudice that prove distressing.
The fact that she then moves into a marriage where she expresses a feeling that her intelligence and talent is undermined and subsumed felt almost inevitable.
What is most poignant is that this story needs a postscript that now can never happen where the author tells of how she has resolved her demons and ultimately I was left with an overwhelming sadness at this story.
I would however recommend this as an interesting memoir.","Andrew"
"My mother lent me her copy and told me to read this! I had already been curious about this book as I had read reviews in the paper when it was published after Orr's death.
Motherwell is a memoir of Orr's childhood and has snippets of her adulthood too. I found it fascinating reading about growing up in Scotland in the 60s 70s and thought Orr captured the time very well. But it isn't always a happy memoir as Orr has realised in middle age that her parents were narcissists who were dependant on each other. Ok, people might roll their eyes but actually some of the stuff they said to her was pretty awful and the way they tried to control her and not allow her to go to University made me feel angry. A lot of their traits reminded me of member's of my extended family... As Orr says, we are all narcissistic in some way and a bit of it is good but if we have too much then we have a problem!
A really interesting memoir about growing up in Motherwell and how trying to please your parents in youth can end up with you doing the same to your husband/wife in adult hood often to your own detriment.","Felicity"
"I love memoirs and this did not disappoint! This is the Memoir of Journalist Deborah Orr who sadly passed away in October 2019 before her book was published. Born in 1962, Deborah grew up in the Scottish town of Motherwell. As a massive history nerd I loved how this book wasn’t just a memoir on Deborahs life but she encapsulated a whole town, whole country; including tons of wider context as to what was going on politically, economically and socially around her. I found this book both touching and incredibly insightful. Deborah is able to analyse her relationship with her parents, acknowledging the good and the bad and how that shaped and impacted her. The discussions around trauma, dissociation and nasrratistic traits I found to be eyeopening and unfortunately relatable. She was able to put feelings and similar experiences that i’ve had into words I couldn’t find. This memoir felt brutally honest, it can be heavy reading in places and I found myself appreciating the bits of dry humour sprinkled throughout. I would defiantly recommend if you enjoy thought provoking and gritty memoirs and a big history nerd! Although TW there is mentions of emotional abuse and rape.","Laura Finnegan"
"I didn’t know the author before reading this, I was simply interested to hear more about what growing up in Motherwell would be like. It started off a bit slow but once I got the hang of the structure and got familiar with the characters I gradually kept on reading. I just wish it was structured better, discussed what the purpose of this book would be, or explained whether it would be a chronological read or not. It’s largely chronological but it keeps shifting back and forth in a confusing way, and although the items in the cabinet are supposed to tie the whole story together I was never sure what their purpose was. The objects described rarely fit the chapters, and when they did fit with a central theme Orr would add a lot of other topics into the mix which made the idea of a central theme vanish anyway. It’s well-written, as you’d expect from a journalist, but not well-structured which made this book confusing in some aspects. Still, my initial hopes for things I wished this book would do (giving me an account of living in Motherwell and being taught about the town itself) were fulfilled.","Inge"
"𝕄𝕠𝕥𝕙𝕖𝕣𝕨𝕖𝕝𝕝 𝕓𝕪 𝕥𝕙𝕖 𝕝𝕒𝕥𝕖, 𝕘𝕣𝕖𝕒𝕥, 𝔻𝕖𝕓𝕠𝕣𝕒𝕙 𝕆𝕣𝕣
Favourite quote:
Sectarianism, like all othering, all tribalism, is an expression of the 'collective narcissism' that found such devastating expression in Nazi Germany.”
This is an honest, critical memoir written by a tough, West of Scotland lady born and bred in the girder making town of Motherwell.
As I was browsing my local supermarket shelves, I spotted this bright, eye-catching and lovely book on the shelves and in that moment I just knew it was coming home with me.
Motherwell, a stones throw away from Glasgow, has often been somewhere I've drove through, passed on the train or seen a road sign to, but I've never been there myself, and so I was intrigued to read all about it.
I found it exceptionally interesting to read about Deborah's early life, her traumas and her experiences of a Thatcherite society and it's effects on the rough and ready town of Motherwell. It made me laugh, made me cry, and above all else it made me value my own relatively Liberal upbringing, where I could be my own person and was celebrated for doing so.
I found it extremely interesting to read of Deborah's narcissism towards herself, but also her parent's narcissism and how that had greatly impacted her life as a child and furthermore, how she processed trauma as an adult.
I was so sad to read of Deborah's loss of life to cancer, but I believe she achieved great things by writing her memoir, and I'm just so glad she told her story ❤.","Heather Thomson"
"What a good book and written by a very good writer who is alternately funny, insightful, moving and political. I loved it and couldn't read it quick enough. Such an honest writer who reflects on her childhood and on into adulthood.
Three thoughts:
1. Childhood sucks - it's not the romanticised thing we keep seeing on tv and films. There are a lot of horrible kids and adults out there!
2. Parenthood's hard - it's easy to complain about our parents but mostly they did their best: even though their best may have been rubbish. If you don't think so try being a parent yourself! Get it now?
3. Such a shame Deborah died so young - this is one person I'd have loved to have had the chance to meet. She comes across as warm, humorous and real - plus she was married to Will Self who she seems to think was a bit of a wotsit which has always been my opinion of him too. Ha ha.
Docked one star because the psychological ""insight"" into her parents' narcissism is not well explained and seems a bit false in tone compared to the rest of the book.","Greenockian"
"Deborah chronicles her early life growing up in Scotland with parents who were not ready to let their daughter carve her own independence and narrative into the world beyond their family home. It feels to me that being brought up in a family of a narcissist/s maybe the lessor understood of the known types of abuse that can be inflicted upon a child. It can be very complex in that the child may never realise that they were the victims of gaslighting and manipulation, and because of this their view of themselves and the world around them will always be warped in someway. Even if realisation occurs the damage can be life limiting in that trust in yourself and others has been eroded beyond repair. The other side of this trauma is that the victim has had their first relationship in the world soured and distorted which will make future friendships and loving relationships difficult for them to navigate around - therefore they can appear toxic thus supporting the never ending cycle of abuse whilst the shame is always deep within.","Sarah"
"This book was quite different from what I expected: the blurb paints it as a book about going to university and the struggle between her and her parents, but in reality the book is more like 90% childhood memories and reflections before it even tackles leaving for university. This isn't a bad thing, as the two things are linked together at points in the book, but it's still a strange choice.
It's incredibly well written: although I thought it was quite tangential, it makes the memories of her parents a lot more interesting to read, as sometimes people talking about their childhoods for 300 pages can be dryyyyyy.
Recently I've found myself exclusively reading American books, especially nonfiction, so this was my first try at being mindful of reading more widely. Overall, I thought Orr's thoughts on being Scottish and working class were the best parts of this book, probably due to the familiarity I have with that.
This quote, from p124, has stuck with me, and reminds me why I like nonfiction so much: ""Is memoir therapy? Or is it vengeance?""","Lauryn"
